EntryID,cluster_id
Q9M8L4,unique
Q9NZ52,unique
P0CX36,P62703
Q8BG51,A0A0G2K777
Q9BV79,unique
P53598,P68209
Q86Y33,unique
P62961,unique
Q9V3Z6,A0A8I5ZWB0
A4AQI7,unique
P43424,unique
P49089,unique
Q9QZS8,unique
Q9VXH6,unique
Q13255,unique
Q9U2Z2,unique
C6KYS2,unique
P98173,unique
J9VJ99,unique
Q9P3T8,unique
P37088,unique
Q9Z0M4,unique
Q84K35,unique
Q9V8F5,unique
P16460,unique
Q9D6J1,unique
O74502,unique
P13485,unique
O16000,P50279
Q9C566,E5KN55
Q54WG6,unique
Q9I4X0,unique
P64602,unique
Q9SQH9,unique
F4JT76,unique
F4KDF5,unique
Q9SB60,unique
Q9JI71,Q90656
Q9UBT7,unique
P31475,unique
B3EWG7,unique
Q8VPC3,unique
P30366,Q4WHW6
A0SVK0,unique
O43246,unique
P54582,unique
P23881,unique
P0C7T5,unique
P50540,unique
P13941,unique
C0HLF2,P18926
Q9M302,unique
O42817,Q4GWZ2
O95456,unique
Q9VS97,unique
Q1EC69,unique
Q8N2G8,unique
Q9NYU2,unique
Q9UHC3,Q708S3
P0C7M6,unique
P46824,B2GV74
P40361,unique
P04051,unique
Q0E4K1,Q5B0L2
P01619,P01633
B6HLU0,unique
Q8VI40,unique
Q06671,unique
B5KM66,unique
Q6FWI7,unique
Q80U23,unique
G3V909,unique
P44783,unique
A0A2K1YKA4,unique
Q54YH4,unique
Q10092,unique
Q9U4G1,unique
Q9Z0F7,unique
Q67Z07,unique
P85002,unique
Q4WLW8,unique
O43889,unique
Q5AXB0,unique
Q4KMZ1,unique
Q8IZQ5,unique
Q63699,F1SPH6
Q0PIT9,unique
P32329,unique
P14902,unique
P46779,unique
Q9FX93,unique
O49347,unique
Q9FHK7,unique
Q9BVH7,unique
Q5U4E0,Q86UP9
Q07116,unique
O32504,unique
P35951,P35951
Q8ZKF6,Q57XD7
P49767,unique
Q7UC03,unique
P04739,unique
Q9C8Z9,unique
P23785,unique
Q6QGD5,unique
Q9H5N1,unique
Q6PAV2,unique
Q9LLQ2,unique
Q9WYH1,unique
Q8C886,unique
O70258,unique
Q9EPT5,unique
Q9TEM3,unique
P37660,unique
P07639,unique
Q99708,unique
Q9SZF7,unique
Q04201,unique
Q9Y2N7,unique
P25637,unique
Q8WMV1,Q3U9G9
Q5SW79,unique
Q9ZJ19,unique
Q91XW8,unique
P29477,A0A0R4IQG7
Q10407,unique
P25617,unique
Q9NTN3,unique
G5EBH1,unique
P23943,unique
Q8H3Q1,unique
Q23588,unique
Q9SZG3,unique
Q6ZC03,unique
Q8TSG7,unique
P76197,unique
Q9Y7S5,unique
P47239,C0M005
Q14568,A0A060XFW6
P22935,Q801Y4
O88343,Q9BY07
Q13444,unique
P33607,unique
A8MYZ6,unique
Q6PGB6,unique
P9WJU9,unique
Q8NEV4,unique
Q6NLF4,unique
Q9C8N5,unique
F1MH24,unique
P48788,A0A060VX54
P02557,A0A0B4J269
P51842,A0A0U1RPR8
Q9SVE7,unique
Q07532,unique
P14866,unique
Q9D9G3,unique
P33519,J3KQE5
P49135,A0A2R8Y6W8
Q9HU20,unique
P35564,A0A140VKG2
Q55FK2,Q586J5
Q8L7V3,unique
Q9H3S4,unique
Q6RYS9,unique
Q9JIX3,unique
Q9NRG4,unique
P52191,unique
O94570,unique
Q78JT3,unique
P9WNZ1,unique
P38353,unique
P26364,unique
O02812,Q6FIU2
Q8R0T6,unique
A2VCW5,unique
O32129,unique
P10287,P08641
Q9DBR7,unique
Q8C079,unique
Q8W245,unique
Q8CIV7,unique
P0AE88,unique
Q68G58,unique
P35601,unique
Q9LX85,unique
P43119,unique
Q01159,unique
Q6EV79,unique
Q9EQP6,Q9V393
P9WPA3,unique
Q9P7F4,unique
P38759,unique
Q76MX2,B9DFR6
Q5JTH9,unique
Q9LMR3,unique
P24391,unique
Q09994,unique
Q147U1,Q8N8Z8
Q7Z7B1,unique
O22842,unique
P0ABG4,unique
Q9SYA9,unique
Q7Z6J8,unique
P0CU19,unique
O23390,A0A125SXN1
Q9NQ40,unique
A8AZP4,unique
P32502,unique
Q1LK00,unique
O88658,O60333
Q14990,unique
Q52126,unique
Q02221,unique
Q92048,B0S7E3
Q09909,unique
P05964,unique
P02489,unique
Q96H55,unique
P62312,unique
Q24152,unique
Q9BR84,Q8N8Z8
P22492,unique
O55166,unique
Q5XJ36,unique
Q63247,unique
Q99M85,unique
P9WQA3,unique
Q2WEN9,unique
P82982,unique
Q9ZPR4,unique
F4JRR1,unique
Q9VFP2,unique
Q13336,unique
P34144,A0A1D8PDV5
P05755,Q9LXG1
B5LUR0,unique
Q9UF12,unique
O94401,unique
Q9LV09,unique
P20108,unique
P16620,unique
P40146,unique
Q9NRV9,unique
Q12001,unique
P37873,unique
Q80TL4,unique
Q9BX10,unique
P97534,Q0VDC6
P51577,B7ZND5
Q9LFR0,unique
Q8GXL7,unique
Q94BR5,unique
Q9SCV8,unique
Q9I2E2,unique
Q643R3,unique
Q10106,unique
O35657,unique
Q8WV22,unique
Q96IJ6,unique
Q9R1S0,unique
Q6FNB1,unique
Q8NB49,unique
P26443,Q9VCN3
Q94AL9,unique
Q3UWM4,unique
Q8WT44,unique
Q61329,unique
Q9Z0M1,unique
Q9P771,unique
Q86KB1,unique
P35210,unique
Q7Y2C1,unique
Q9XTN2,unique
P08104,P15389
P03272,unique
P33992,unique
Q5H9L4,unique
P25819,Q5B0L2
O42392,unique
P9WG35,unique
Q67XG0,unique
O01427,Q9VGF9
P32891,unique
P77619,unique
A2BGG1,unique
Q9FUJ9,unique
P0DSO6,unique
Q2KHT3,unique
Q9LIE6,unique
P53152,I3L0A0
O24370,unique
Q05722,unique
Q9BZV2,unique
Q8NEX5,unique
P14621,unique
A0A2H5BHG9,unique
Q01501,unique
Q9ZP59,unique
Q8CFC9,unique
Q63495,unique
Q9BRR9,unique
P38079,unique
Q96EN9,unique
Q9FXA8,unique
P62987,A2Q831
Q9C7K0,unique
Q9NPH9,unique
E7EXZ6,unique
P49776,unique
O18738,A4VAR9
O35393,unique
P93831,unique
Q80VY9,unique
Q940G6,unique
Q8T498,unique
Q9GYK2,unique
Q8VCH7,unique
A6YB85,unique
P00435,P11909
P51556,Q9Y6T7
Q10139,unique
O59721,unique
P06611,unique
P11875,unique
Q20411,unique
Q07473,unique
P0AGL2,unique
Q9FLV7,unique
P38314,unique
Q13948,unique
O14348,unique
P54746,unique
Q9QZ48,unique
Q90690,unique
Q9FK15,unique
Q9EP95,unique
Q07065,unique
P38892,unique
Q9ES54,unique
Q3E743,unique
Q9QZ59,unique
Q9MA96,unique
Q9Y253,unique
Q9UET6,unique
P13808,P04920
O94384,unique
Q61087,unique
P76090,unique
P83547,unique
Q9EQL5,unique
Q91WC3,unique
P48449,unique
Q13445,unique
P18944,unique
Q3T9M1,unique
Q96LI6,unique
Q9H2E6,unique
P72575,unique
Q96SQ7,unique
P13349,unique
Q15369,unique
Q9BYQ9,unique
P0DKI1,unique
Q9VQG4,unique
Q54CJ4,unique
Q5T8A7,unique
J7SGD5,unique
Q7TNT2,unique
Q9NZ08,unique
Q06135,unique
Q92819,Q8CH93
Q05930,unique
Q9PT61,Q9PVM0
Q9M8T0,unique
Q5QD16,Q5QNQ1
Q9JLZ3,unique
Q1JPS6,G8Z411
P46592,unique
Q22918,unique
P89114,unique
Q99K51,A0A0G2K014
P26448,unique
P21847,unique
Q6QNK2,unique
Q6UXZ3,unique
Q50773,unique
Q86XI6,unique
O88807,Q9Z184
P05198,unique
P39113,unique
P41247,unique
Q5LUF3,unique
Q9V464,unique
Q9S851,unique
Q3LXA3,unique
Q3E846,unique
Q6ZPZ3,unique
P21272,unique
Q8L548,unique
Q12449,unique
Q63692,unique
Q3V0T4,unique
P68679,unique
P0A8T7,unique
Q9UW21,unique
Q9NZH5,unique
Q8A7K2,unique
Q94F08,unique
Q9K197,unique
Q7TS73,unique
O59672,unique
P04415,unique
Q9C9B0,unique
P0CT82,unique
P38260,unique
P86924,unique
Q6ZMY6,unique
P23743,Q9Y6T7
P84843,unique
Q9TU32,unique
P18181,unique
O94903,unique
Q07652,O00555
Q9BU19,unique
P36417,unique
Q91VJ2,unique
P0ADD2,unique
Q9D753,unique
Q86UP2,unique
Q8CFG0,Q6EFA1
P05847,unique
Q8BLR7,unique
Q8IEG9,unique
Q8LBB7,unique
Q80X90,F1QL44
P47129,unique
Q56A73,A0A024R297
B9DFZ0,unique
O94483,unique
Q3V016,unique
Q6UB28,unique
Q6EWX1,unique
Q9H2A2,unique
P27867,unique
Q01740,P31512
Q19192,unique
Q09610,unique
P21698,unique
P30115,C8BLR6
Q9FFQ5,unique
P0DJM0,unique
Q858F5,unique
Q9Z0J4,A0A0R4IQG7
P46580,unique
Q6STH5,unique
Q9I1K2,unique
P0CF51,unique
Q7SYD5,unique
Q9P6M0,unique
P35535,unique
D0TZF0,unique
Q9LL85,unique
O74417,unique
Q92485,unique
Q09763,unique
P34971,unique
P39207,unique
P9WPR7,unique
P35454,F8W5D0
P46309,unique
P08094,Q6FYB0
D4ZX34,unique
Q93ZX7,unique
Q9FNM7,unique
O64530,unique
P62268,Q6FLA8
Q3BCQ4,Q9QXP0
P0AF16,unique
P02259,unique
Q8WYN0,unique
O95232,unique
Q9AMK8,unique
Q9NSY0,unique
Q57679,unique
Q9MAG8,unique
P17945,Q08048
Q9SHZ6,unique
T1RRI8,B9T536
P22309,D3XD50
Q9M9R9,unique
Q84VW5,unique
Q9H1B4,unique
Q5BB47,unique
P53041,Q84XU2
Q99437,unique
Q9Y7J1,unique
Q5S003,unique
P39370,unique
Q9AST3,unique
D2CVN8,unique
Q93Y31,B4E1J8
Q6KAR6,unique
A6NIH7,unique
Q46835,unique
Q9P381,unique
Q9HCI7,unique
P00697,P61626
P08317,P19875
Q7XKD0,unique
P36590,unique
Q76EI6,unique
J7LJN5,I7H727
Q12816,unique
P34250,unique
Q92824,A0A669KA35
Q8CG72,unique
P0C382,unique
F4JVH1,unique
Q960X8,unique
Q13033,unique
P11147,Q59EJ3
Q7ZVM1,unique
Q9SXD9,unique
P35917,unique
Q5TJ65,unique
P0C427,unique
P05791,unique
Q5Z5B7,unique
A0A482ASA5,unique
H9IUR0,unique
P35996,unique
Q9QX47,unique
O65499,unique
E2QYC9,unique
O73691,Q546S1
O49285,unique
Q9UUN9,unique
P54367,Q99PS2
Q38954,unique
Q9JI57,unique
P0CT84,Q59FI9
Q84V18,unique
R9QMR4,C3RSF5
Q86XP3,unique
Q9H4B6,unique
Q7TT00,unique
Q9JHG2,unique
P97526,Q04690
Q9CA83,Q9NIW2
O48533,unique
A4YI89,unique
Q93098,unique
Q96KC2,P36406
Q9STJ9,unique
Q54JC0,unique
P69411,unique
P05412,unique
Q12950,unique
Q949U1,unique
Q9C115,unique
Q8N131,unique
Q24573,unique
Q3TBL6,unique
P16659,unique
Q9FGH9,unique
Q92851,unique
Q9FFR9,unique
O60094,unique
O70566,unique
Q96DW6,unique
Q9BRP7,unique
P87037,unique
Q9P2R3,unique
Q68G84,unique
C6CBG9,unique
C0HKX5,unique
Q8NAV1,unique
P07623,unique
P19926,unique
O80642,unique
P18846,unique
P17214,unique
O88455,unique
P01592,unique
Q9D1C8,unique
J5K1E2,unique
P16685,unique
P43291,F4I7B6
Q2WG78,unique
Q5ZSQ3,unique
O35092,unique
O25842,unique
Q86K93,unique
Q5B7T4,unique
Q9HDW8,unique
A9LMC0,unique
P0C027,A0A1W2PQS6
Q60446,A0A024RDS1
O13034,unique
P97737,unique
Q99LI8,unique
O17966,unique
A9A1T2,unique
Q6QHF9,unique
Q8WUD1,Q86BK8
Q9QYB5,A0A2R8Q5P5
Q13490,A0A669KBC7
Q3C1D2,unique
Q91Z31,Q80XZ1
Q9Y7X4,unique
Q7L0R7,unique
B6TZ45,unique
O64973,unique
Q17370,unique
P50978,unique
Q9M2F1,P35997
Q59XX2,unique
Q3TVI8,unique
P11989,unique
Q6Q9I2,unique
Q9LDA9,unique
Q90592,Q8IRI6
Q9SA32,unique
Q42029,unique
P53890,unique
F4JCB2,unique
Q8VWF6,unique
Q8GYE0,unique
Q9Y251,unique
O49675,unique
P53411,unique
O95997,unique
Q92564,unique
Q9NP50,unique
A1RVM8,unique
Q6PF18,unique
Q8RYD6,unique
A3AHG5,unique
Q9I993,unique
Q3UTJ2,unique
P38287,unique
Q8NCT1,unique
Q9GZT4,unique
Q8IZD4,unique
Q8VYR5,unique
Q8JZW4,Q8BLR2
Q07747,unique
P39405,unique
P83107,unique
P04731,P13640
Q9SJL7,unique
Q801E1,unique
Q8TAM6,unique
O04316,unique
P58957,unique
Q9FLI1,unique
Q9SYY4,unique
P10083,unique
P23490,unique
P62746,Q5A904
Q9UBH0,unique
P79734,K7PPA8
O02482,unique
O43506,unique
Q9QXN1,unique
P56222,unique
P53090,unique
Q9WUL0,unique
C0LQF3,unique
Q9IJX4,unique
Q64291,P02535
Q99928,F1RDP2
P84444,unique
P36016,unique
Q00722,unique
Q05164,unique
Q9NP31,unique
Q811D2,unique
Q3E7B2,unique
O14344,Q387Q3
O44476,unique
Q6PR54,unique
Q3E790,unique
Q9BY77,unique
Q922H2,Q15118
A2SZW8,F1NBV0
Q8BK06,unique
P50391,F1QLW4
P9WHT9,unique
Q8BYM5,D2X2F9
P50520,unique
P33532,unique
P53994,Q86BK8
Q08581,unique
Q96JN8,unique
Q9SS44,unique
P22223,P08641
Q96PD6,Q9DCV3
Q8H1D7,unique
Q5AR31,unique
Q8R1S4,unique
P10276,Q15156
P82600,unique
P38306,unique
P34547,unique
E1V7V7,unique
E9Q0S6,unique
P52801,unique
Q9LZP9,unique
Q9BQB4,unique
Q6QGM3,unique
P38274,unique
P53122,unique
O74288,unique
B2GUY2,unique
Q91VM9,unique
Q83730,unique
Q04844,unique
P14068,A0A2R8RNP8
P0A7Y4,unique
P77231,unique
P26199,unique
D9IFD5,unique
Q9LR47,unique
O00144,Q8K4C8
P97443,unique
Q7Z2T5,unique
P57076,unique
Q5Y808,unique
P0AAH8,unique
Q7M6U3,unique
O00754,unique
Q9QY81,unique
P76538,unique
Q5TCY1,unique
Q3SYG4,unique
F4I1T7,unique
A0A443HK81,unique
Q06449,unique
Q16633,unique
Q9LZH9,unique
Q8RXE1,unique
Q8IW40,unique
P55212,unique
P20742,unique
Q04726,H0YL70
P45376,Q9JLI0
Q0V7V2,unique
Q8WU20,unique
Q10PZ9,F4KB90
P78368,A0A0B4KHL4
P07309,unique
P09041,Q9GPM4
Q61645,unique
Q9NH03,unique
P07953,A0A1W2PR17
O54931,unique
O08750,unique
Q8TUC1,unique
Q9P7Q2,unique
Q8TB24,unique
O94716,unique
P0CAN8,unique
P0CY41,unique
Q1PF35,unique
Q9XHP1,unique
P73407,unique
O80800,unique
Q9CQ52,P09093
P24549,Q9URW9
Q8TEJ3,unique
Q96P31,unique
Q7ZUY3,F4KCF4
Q9UMX6,P46065
Q9P7Z6,unique
O35740,unique
P22272,unique
P9WLD5,unique
P02646,A0A060VX54
Q9FIX8,unique
Q9C613,unique
A7KAU2,unique
P32870,unique
O95571,unique
Q0KHT7,unique
Q59533,unique
Q8R191,unique
Q9SMQ4,F4I7B6
Q9D773,unique
Q9Z2B9,unique
A0A2K1JJ00,unique
Q14139,unique
Q9UI15,unique
Q9U357,unique
P0AB98,unique
P04489,unique
P41344,unique
Q80XI3,unique
O04193,unique
Q9V076,unique
O35779,unique
O73791,unique
P08394,unique
Q9ZV24,unique
Q96KP4,A0A0B4LEQ0
Q84JF0,unique
P0AA73,unique
O82872,unique
Q940L4,unique
O08984,Q3U9G9
P14316,unique
Q8R5G2,unique
P0DJ27,unique
Q1ZXL0,unique
P22685,unique
P50609,F1SQ09
Q9UQ16,P39052
P13995,unique
Q96LD1,Q6AZW5
P0AC81,unique
P15381,Q13936
P53136,unique
Q88HH7,unique
O13666,unique
Q9P7M4,unique
Q2KIR7,unique
Q9HCU8,unique
P07951,A0A060W8G0
O75689,A0A8I5ZRW6
Q96293,A5A3E0
P53173,unique
Q80UN9,unique
Q9VDZ4,unique
A5PKW4,unique
Q8RM02,unique
Q5MNZ9,unique
Q04673,unique
Q66K66,unique
Q7JRJ1,unique
Q9UNH5,unique
P42292,unique
Q9XV66,unique
O42164,G8BLB4
Q9BYK8,unique
C1IIX1,unique
Q8N9T8,unique
Q06148,unique
Q01956,E1AZA5
P49597,unique
P34978,unique
Q5FBC4,unique
Q94920,B0R197
Q8C0E2,unique
Q80VR3,F1RD72
Q9TY03,unique
Q8UVQ4,unique
Q9LFT9,Q586J5
Q9VEK6,unique
P62164,unique
Q147G5,unique
P38139,unique
Q08723,A0A2R8Q5H4
Q97RU8,unique
Q9LRY0,unique
Q8BH70,unique
Q9UUJ7,unique
O16810,unique
O64722,unique
Q94GF1,unique
Q9ESN1,unique
Q10286,unique
P59797,unique
P41996,unique
Q9P1Y5,unique
P39098,unique
P54841,unique
O95398,unique
Q86LR2,unique
Q96MW5,unique
P51693,unique
P54671,unique
Q14244,unique
Q08117,H0YL70
Q9LHA8,Q59EJ3
Q8QZS3,unique
P0A1P6,unique
Q66JT1,unique
P08050,A0A654IBU3
Q9W123,unique
O81445,Q7FRS8
Q80Z37,unique
P27895,unique
P32911,Q6FG85
P49966,P61011
P71864,unique
Q8WWL7,unique
Q8VHK0,unique
A0A1Z3GC64,A0A1Z3GC64
Q55FM5,unique
P9WHH1,O22229
Q9ZWD1,unique
P02528,P04342
Q6FRR0,unique
B9X287,unique
P68136,A5A3E0
Q32LJ7,unique
Q9LHD9,unique
A0A0U2JT80,G3FLZ8
P9WK61,unique
Q93WU7,unique
Q9SD11,unique
Q9LNH6,unique
Q9SGA0,unique
A0A0R4IMY7,unique
B6ECN9,C6KEM4
Q9JKP7,unique
P9WP01,unique
P04332,unique
P04133,unique
Q9FIX0,unique
Q8NDC0,unique
P36605,unique
F4JD14,unique
P50221,unique
P38336,unique
Q8GW17,unique
Q8K025,unique
Q9LVT8,unique
Q62949,unique
O59708,unique
P23435,unique
Q09873,unique
Q8L4R0,unique
Q84LK3,C6KEM4
P43365,P43364
Q15822,P09483
Q9ULV1,Q8K4C8
Q00900,unique
P58749,unique
Q12329,unique
P0DKL6,unique
P62820,Q95QV3
A9JX75,unique
Q04659,unique
Q19124,unique
P18105,unique
Q08CK7,Q9Y6M1
H6WS94,Q7PC84
P60066,unique
Q96N21,unique
Q8IYB3,unique
Q99FX5,unique
Q9DGP9,Q22308
Q9UGV2,Q641F2
Q99AU3,unique
P53903,unique
O16259,unique
P87060,unique
P39805,unique
O25916,unique
O45523,unique
P54900,unique
P02638,unique
P17478,Q6FYB0
P9WJV3,unique
Q9WTK7,unique
P40519,unique
Q8RP17,unique
P79937,P97367
G3XD23,unique
O44411,unique
P09457,unique
P26801,unique
P51141,Q673F1
P48729,Q99PS2
P59110,unique
Q9H7H0,unique
Q96VG0,unique
Q9Y3B6,unique
Q62148,Q9URW9
Q61093,Q8CIZ9
P91682,unique
P13917,unique
Q9BXR5,unique
P0A9V1,unique
Q8R4S8,unique
P9WIN3,unique
P28357,unique
G0SAK3,unique
Q5XI22,unique
Q02784,unique
Q12324,unique
C2M262,unique
Q6GPH6,unique
Q75K24,unique
P32969,P49209
Q50755,unique
Q9W3V8,unique
P39377,unique
Q10060,unique
Q9I5F3,unique
Q96MV1,unique
Q9VMU8,unique
P25382,unique
Q9XFH4,unique
O64814,unique
P46935,unique
P04183,unique
Q4V8I7,unique
Q8NCM8,unique
Q9SA23,unique
C0HLK5,unique
Q15582,A0A8I6AHK0
O14300,unique
P9WIM5,unique
Q59636,unique
Q9LSC4,unique
P35551,Q22053
Q12117,unique
P39968,unique
Q9BYG3,unique
Q8W3M0,unique
O75343,unique
Q9FKA7,unique
O94450,unique
Q9FHH8,unique
P76010,unique
Q6AYL6,unique
P03965,A0A8I5ZMM2
Q60780,unique
Q62028,unique
Q9MAL9,unique
Q7RTN6,unique
V5HBW0,A0A0K8RAI0
Q9C9Q5,unique
P25822,unique
Q8IYX4,unique
Q9VMX6,unique
Q96PZ7,unique
P38152,unique
Q8CI66,unique
P0ACI6,unique
Q9SX52,P23595
B7FAS0,unique
P39950,unique
P49903,unique
Q9H7T3,unique
P58876,U3KQK0
Q9LYA9,unique
O88987,unique
Q38900,Q581Y2
P53273,unique
Q8IJV6,Q38BZ2
Q9Y6Q9,unique
P37552,unique
O32081,unique
P50462,Q24400
P82471,P30679
J9VH94,unique
P38935,unique
Q59S78,Q6PBX2
Q7T2Z5,Q8K1S2
Q91X34,unique
Q9W589,unique
Q96FE5,unique
Q5SLR4,unique
Q61191,unique
O64584,unique
O14950,A0A8I6AWG5
O43019,unique
O94703,unique
O94574,unique
Q5M755,unique
O21043,unique
P13096,unique
Q5T1M5,unique
Q9DB30,unique
Q8NGD0,unique
O75844,unique
P01583,unique
G3E4M6,unique
P41317,unique
Q9ER30,unique
Q9M274,unique
P02600,A0A060Z1U0
Q76LW6,unique
Q17TI5,unique
Q2QWU2,unique
Q9NS98,R4GJE6
Q92466,unique
Q99836,unique
Q14596,unique
P0ABF1,unique
Q64654,unique
P25695,unique
P0A6Y5,unique
P23731,unique
O09047,unique
P63168,Q1RM30
Q9SRS9,unique
P21243,O94517
Q86T90,unique
P98064,unique
Q55C21,A0A140VJE3
H2L002,unique
P32179,unique
Q10103,unique
P0ADY3,unique
P74308,unique
Q04507,unique
P00498,unique
Q2TBR5,unique
O14186,unique
Q9NRX5,unique
Q9LVC9,unique
O60548,unique
Q99KJ5,unique
Q8R4T2,unique
Q8TBZ2,unique
Q5TBC7,unique
P41391,unique
Q6ID18,Q9SIY8
Q9WUP1,unique
P30316,unique
P22434,unique
Q53EU6,unique
Q22799,Q1RM30
P00186,F1NMG8
Q06709,unique
O15228,unique
P47053,unique
Q59584,unique
Q83LX4,unique
F5HB81,unique
A1ZB86,unique
Q9P6J1,unique
Q6YWF1,unique
Q9FJR0,unique
P70615,A0A2R8QPG3
P76078,unique
P14543,unique
Q6PFX7,unique
P10734,unique
Q6ZNH5,unique
O74433,unique
O94686,Q38AW9
B5A9S9,E7EKH2
Q9ZW27,unique
Q99MN1,Q9ZPI1
Q9GRF8,unique
Q965W9,unique
Q9SBJ1,unique
Q9LX82,unique
Q7TNB8,unique
O13741,unique
Q8IRH5,unique
O08736,unique
Q8MSF5,unique
Q44772,unique
Q50701,unique
Q8S9D1,unique
Q9JHI5,unique
P47746,unique
Q96S82,unique
Q46806,unique
Q9FL82,unique
Q8R016,unique
O60259,Q9D140
Q9DCC8,unique
P70327,unique
Q9SIX1,Q8VWP9
Q9VGE3,unique
Q6Q1R8,unique
Q9FHF1,unique
P19356,unique
P0CG48,P0CG71
P39831,unique
Q9SGN6,unique
Q9VYS5,unique
P9WFP9,unique
P01274,unique
P46737,unique
Q8WX77,unique
Q2F969,unique
P53767,unique
Q9SV55,unique
Q9BWN1,unique
P87057,unique
P22194,unique
Q9H3R2,unique
Q8C9A2,unique
P51839,A0A0U1RPR8
P0DPC1,unique
Q8N608,unique
Q8VDK3,unique
O82632,unique
O94468,unique
Q9FNG3,unique
Q9JHS2,unique
P31648,P48029
P50458,B0R107
Q18990,A0A8I5ZMM2
Q8K4C5,unique
Q8BG89,unique
Q7Z2Z2,unique
Q9WVR1,unique
P15106,unique
Q6DG36,unique
O54774,unique
Q04753,J3KN38
P24526,F1MHQ4
Q9Y7J3,unique
Q9W2H9,unique
P24001,unique
Q9HGN4,unique
A0A384JQH2,unique
Q84ZX5,unique
Q04364,unique
Q5SXY1,unique
Q4JAY4,unique
P49432,C8VRK6
P86149,unique
P54869,Q01581
Q6ENH8,unique
A0A1X9ISP7,A0A1Z3GC64
P35398,unique
P92958,Q95ZQ4
P38623,unique
Q62036,unique
Q9UHH9,unique
C0HLG3,unique
Q8T1G6,unique
F4HWL3,unique
Q9BVJ7,unique
Q57VW6,unique
P35749,F1R3G4
P9WJ99,unique
Q12734,unique
P04663,unique
Q9FEE2,unique
Q08881,A0A8I6A3K6
Q07977,A1KQY6
Q10414,unique
P62760,Q5PQN0
Q9LTJ1,unique
Q8N6M0,unique
P97779,unique
Q86XE0,D9PTP5
P50544,unique
P86323,unique
Q8GXU8,unique
Q64121,unique
Q460G9,unique
Q498K9,unique
Q9SLB7,unique
Q5VWT5,unique
P36138,unique
Q8IA44,unique
O60312,unique
Q93Y09,unique
Q9FK81,unique
Q8VC66,unique
Q9Y7I4,unique
Q9UTL4,unique
Q19020,Q14204
Q503J2,unique
Q12287,unique
Q3UZV7,unique
Q8R1B5,unique
Q70CQ2,unique
P86101,unique
Q9NY59,unique
P63047,unique
Q9ZUX7,unique
Q9UTJ2,A0A024R1U5
Q96EY7,unique
O43396,unique
P10074,unique
Q54HS9,O62531
P87315,unique
Q64478,U3KQK0
Q9CPW3,unique
P9WPW3,Q386P1
Q8VHS6,unique
Q5XF11,unique
P34125,unique
Q2W4T8,unique
Q9ERV7,unique
Q8K4B4,unique
Q18486,unique
O14669,unique
P80205,unique
Q75JD5,unique
Q5XEZ1,unique
P39654,P27479
Q9D8I2,unique
Q99525,Q57Z31
Q23255,unique
Q6TDP4,unique
P35220,Q61301
Q9D6S7,unique
P30085,unique
Q9M0B6,unique
O13711,unique
P23179,unique
P14315,P79136
Q8RYE7,unique
P54132,unique
P41134,unique
Q63661,unique
Q9LXA8,unique
P0AFV0,unique
Q94JS0,unique
Q03173,unique
P43613,unique
Q155Z9,unique
Q9LIN3,unique
O74854,unique
Q39108,unique
P05432,unique
P26038,E9PT65
Q9BYW2,unique
P71040,unique
Q3TZX3,unique
P18594,unique
P39385,unique
O74834,unique
P05651,unique
P08998,Q0QBH2
Q2TQ34,unique
P34942,unique
P0A6K6,unique
Q9DCF1,unique
O88713,unique
O82481,A0A1D8PDV5
Q5SQN1,unique
Q96A04,unique
Q27IK6,unique
O64791,unique
Q29458,Q3YBN2
O14269,unique
Q9LUL5,unique
Q9XI29,unique
P04439,P14432
A0A1Y3DYH2,unique
U4PAZ9,unique
O15553,unique
Q8BHN3,unique
O74635,unique
B5A7L9,unique
P43586,unique
P76066,unique
Q8TEA7,unique
Q41328,unique
P56373,B7ZND5
Q8R2R1,unique
Q91WE9,unique
P08254,P03957
Q4WB07,unique
Q9VLE5,unique
Q9JHF3,unique
P62835,P13856
P84834,unique
Q93ZG7,unique
O13879,unique
P76658,unique
P83798,unique
Q39127,unique
P53568,unique
Q91XY4,Q9Y5G9
Q6DFV5,unique
Q5RHR6,unique
Q8JHJ1,unique
P83137,unique
Q9UUI5,unique
O70507,unique
Q00725,unique
Q9ERE4,unique
P10749,unique
P93822,unique
Q2NKI2,unique
Q8TDN2,unique
P36017,Q7ZVP2
P31120,unique
P39933,unique
Q9SU94,Q9NR22
O13816,unique
A0A120HUS7,unique
P0ABR9,unique
Q0JD85,unique
Q9LTM4,unique
Q94F58,unique
P0ACV2,unique
Q66GR8,unique
P60042,unique
Q04062,unique
O04138,unique
P69103,O24456
P30548,P29371
Q6PVZ1,Q6IFV1
Q8LGN1,unique
Q499X9,unique
A3QM97,unique
Q75WV3,unique
Q9LFH0,Q7PC84
Q10412,unique
Q9Y5K6,unique
P29466,unique
I7GQA7,unique
O04951,P23595
O75648,unique
Q99KR7,P49792
Q8IVS8,unique
P10598,unique
Q68EA5,Q05481
Q8N0X4,unique
Q9UJX5,unique
Q93Z75,unique
Q63ZV0,unique
Q9LEY4,unique
O08532,unique
P54462,unique
O73754,unique
P0C430,unique
Q8K2R5,unique
P11291,unique
F1R5H6,unique
Q9VN93,unique
Q96EK9,unique
Q8N6T3,unique
O94414,unique
Q75PL7,Q94541
P0C462,unique
P06129,unique
Q9P0T7,unique
Q96RK4,unique
Q8BG19,unique
